time_s,tx_id,rx_id,distance_m,rssi_dbm,snr_db
2.2036,6,4,35.9198,-82.0824,39.1361
2.2036,6,5,17.5310,-75.3066,45.9119
2.2041,7,2,103.3519,-97.3682,23.8503
2.2041,7,3,82.4296,-93.7346,27.4839
2.2041,7,4,60.8162,-92.0401,29.1784
2.2041,7,5,44.1235,-95.8230,25.3955
2.2081,2,6,88.6517,-95.0157,26.2028
2.2081,2,7,103.3563,-97.3684,23.8501
2.2081,2,3,35.2749,-100.7461,20.4724
2.2081,2,4,63.2495,-95.0448,26.1736
2.2081,2,5,80.8705,-93.8885,27.3300
2.2158,4,2,63.2805,-95.0424,26.1761
2.2158,4,6,35.9341,-80.9084,40.3101
2.2158,4,7,60.8156,-91.9624,29.2561
2.2158,4,3,29.7546,-85.6489,35.5696
2.2158,4,5,20.8503,-69.8495,51.3690
2.2163,7,6,26.8002,-84.1345,37.0840
2.3003,3,2,35.7428,-95.1218,26.0967
2.3003,3,6,61.3535,-99.7558,21.4626
2.3003,3,7,81.9365,-93.5112,27.7073
2.3003,3,4,29.3473,-85.6205,35.5980
2.3003,3,5,49.8112,-103.6645,17.5540
2.3036,6,2,89.5062,-94.6441,26.5744
2.3036,6,7,26.6003,-80.8002,40.4183
2.3036,6,3,61.4965,-99.7511,21.4673
2.3036,6,4,35.9849,-80.9083,40.3102
2.3036,6,5,17.7830,-70.8767,50.3418
2.3041,7,2,104.0549,-97.4272,23.7913
2.3041,7,3,82.0320,-93.5110,27.7075
2.3041,7,4,60.6886,-88.9609,32.2576
2.3041,7,5,44.3508,-84.0702,37.1482
2.3163,7,6,26.7561,-80.7563,40.4622
2.4003,3,2,35.9879,-91.0255,30.1930
2.4003,3,6,61.3369,-89.1113,32.1072
2.4003,3,7,81.6480,-93.8089,27.4096
2.4003,3,4,29.1524,-84.2501,36.9683
2.4003,3,5,50.2516,-79.7705,41.4480
2.4041,7,2,104.8603,-97.7728,23.4457
2.4041,7,6,26.5632,-83.7146,37.5039
2.4041,7,3,81.7564,-93.8087,27.4098
2.4041,7,4,60.6568,-91.6863,29.5322
2.4041,7,5,44.6068,-84.9687,36.2498
2.4081,2,6,90.4287,-94.2917,26.9268
2.4081,2,7,104.8574,-97.7730,23.4455
2.4081,2,3,35.7672,-91.4528,29.7656
2.4081,2,4,63.8845,-94.2465,26.9720
2.4081,2,5,83.3267,-93.2844,27.9341
2.4158,4,2,63.9237,-94.2444,26.9741
2.4158,4,6,36.1539,-89.4889,31.7296
2.4158,4,7,60.6610,-92.0199,29.1985
2.4158,4,3,29.3337,-84.2522,36.9663
2.4158,4,5,21.7669,-77.4833,43.7352
2.4636,5,2,84.2236,-93.1422,28.0763
2.4636,5,6,18.0137,-75.0375,46.1810
2.4636,5,7,44.5661,-85.7130,35.5055
2.4636,5,3,50.9009,-106.7002,14.5183
2.4636,5,4,22.2264,-75.1818,46.0367
2.5003,3,2,36.2250,-91.3844,29.8341
2.5003,3,6,61.4312,-92.0341,29.1844
2.5003,3,7,81.4755,-93.3427,27.8758
2.5003,3,4,29.0113,-84.2501,36.9684
2.5003,3,5,50.8345,-106.6996,14.5189
2.5003,3,8,100.2922,-102.2746,18.9439
2.5041,7,2,105.7509,-98.8088,25.5807
2.5041,7,6,26.5492,-86.8087,40.7277
2.5041,7,3,81.5852,-97.5322,27.8760
2.5041,7,4,60.6997,-91.6438,33.1732
2.5041,7,5,44.8694,-96.0118,24.4739
2.5841,8,2,111.7659,-101.9590,19.2595
2.5841,8,6,66.2601,-98.7530,22.4655
2.5841,8,7,44.4846,-87.4898,33.7287
2.5841,8,3,100.1134,-101.6859,19.5326
2.5841,8,4,90.5496,-94.6414,26.5771
2.5841,8,5,82.9677,-95.2791,25.9394
2.6003,3,2,36.4623,-91.1816,30.0369
2.6003,3,6,61.6301,-91.8607,29.3578
2.6003,3,7,81.4156,-93.6760,27.5424
2.6003,3,4,28.9181,-83.7992,37.4193
2.6003,3,5,51.2832,-104.5459,16.6726
2.6003,3,8,99.9833,-101.6063,19.6122
2.6036,6,2,92.4953,-85.0583,36.1602
2.6036,6,7,26.5664,-83.2725,37.9460
2.6036,6,3,61.7839,-91.8604,29.3581
2.6036,6,4,36.6399,-90.3511,30.8674
2.6036,6,5,18.3268,-70.6832,50.5353
2.6036,6,8,66.1680,-98.7598,22.4586
2.6081,2,6,92.4915,-85.0553,36.1632
2.6081,2,7,106.7288,-95.4822,25.7363
2.6081,2,3,36.2419,-91.2441,29.9744
2.6081,2,4,64.6023,-94.1610,27.0574
2.6081,2,5,85.7474,-92.9807,28.2378
2.6081,2,8,111.9567,-102.2083,19.0102
2.6158,4,2,64.6506,-94.1589,27.0595
2.6158,4,6,36.6823,-90.3474,30.8711
2.6158,4,7,60.8566,-89.3263,31.8922
2.6158,4,3,29.1138,-83.8014,37.4171
2.6158,4,5,22.8773,-78.7874,42.4311
2.6158,4,8,90.4693,-94.6406,26.5779
2.6636,5,2,86.1482,-92.7628,28.4557
2.6636,5,6,17.8882,-75.0363,46.1822
2.6636,5,7,44.4459,-91.8735,29.3450
2.6636,5,3,51.6110,-102.9350,18.2835
2.6636,5,4,23.1332,-75.7983,45.4202
2.6636,5,8,82.2014,-93.8765,27.3420
2.6841,8,2,112.7937,-102.0014,19.2171
2.6841,8,6,66.3901,-98.7530,22.4655
2.6841,8,7,44.5354,-86.4493,34.7692
2.6841,8,3,99.9050,-95.8588,25.3597
2.6841,8,4,90.5876,-94.4321,26.7864
2.6841,8,5,82.2151,-93.7481,27.4704
2.7003,3,2,36.6994,-91.5954,29.6231
2.7003,3,6,61.9263,-89.6776,31.5409
2.7003,3,7,81.4598,-93.6008,27.6177
2.7003,3,4,28.8706,-83.4417,37.7768
2.7003,3,5,51.1701,-102.9417,18.2768
2.7003,3,8,99.7760,-95.9659,25.2526
2.7636,5,2,86.4922,-92.7628,28.4557
2.7636,5,6,17.4258,-70.7478,50.4707
2.7636,5,7,43.9647,-84.1653,37.0532
2.7636,5,3,51.5274,-102.9350,18.2835
2.7636,5,4,23.2400,-79.6022,41.6163
2.7636,5,8,81.5061,-93.5094,27.7091
2.7841,8,2,113.9197,-107.0728,14.1457
2.7841,8,6,66.5466,-98.2134,23.0050
2.7841,8,7,44.6030,-87.1964,34.0221
2.7841,8,3,99.8006,-96.8067,24.4118
2.7841,8,4,90.7126,-89.2446,31.9738
2.7841,8,5,81.5456,-93.6039,27.6146
2.8003,3,2,36.9288,-90.6220,30.5965
2.8003,3,6,62.3385,-101.0130,20.2055
2.8003,3,7,81.6309,-93.6008,27.6177
2.8003,3,4,28.8832,-83.4417,37.7768
2.8003,3,5,51.0912,-102.9415,18.2769
2.8003,3,8,99.6965,-96.5451,24.6734
2.8041,7,2,108.9559,-95.0378,26.1807
2.8041,7,6,26.6121,-83.6723,37.5462
2.8041,7,3,81.7673,-93.6006,27.6179
2.8041,7,4,61.3474,-100.6979,20.5206
2.8041,7,5,43.9302,-84.2662,36.9523
2.8081,2,6,94.8289,-93.5220,27.6965
2.8081,2,7,108.9577,-95.0396,26.1789
2.8081,2,3,36.7074,-91.0021,30.2164
2.8081,2,4,65.4091,-90.8430,30.3755
2.8081,2,5,86.4323,-92.6608,28.5577
2.8081,2,8,114.1610,-113.6706,7.5479
2.8158,4,2,65.4536,-90.8391,30.3794
2.8158,4,6,37.5043,-91.4902,29.7283
2.8158,4,7,61.3939,-100.7036,20.5149
2.8158,4,3,29.0991,-86.5530,34.6655
2.8158,4,5,23.0861,-79.6003,41.6182
2.8158,4,8,90.6935,-77.9450,43.2734
2.8636,5,2,86.8449,-92.6687,28.5498
2.8636,5,6,17.1058,-72.4999,48.7186
2.8636,5,7,43.5977,-84.9201,36.2983
2.8636,5,3,51.4651,-102.8900,18.3285
2.8636,5,4,23.3392,-84.6421,36.5764
2.8636,5,8,80.9099,-94.0707,27.1478
2.8841,8,2,115.1605,-107.8830,13.3355
2.8841,8,6,66.7340,-98.2134,23.0051
2.8841,8,7,44.6856,-86.1498,35.0687
2.8841,8,3,99.8171,-97.3370,23.8815
2.8841,8,4,90.9359,-105.9854,15.2331
2.8841,8,5,80.9695,-93.8015,27.4170
2.9041,7,8,42.9753,-87.2023,34.0162
2.9058,6,2,96.0930,-93.3659,27.8526
2.9058,6,7,26.6725,-83.2756,37.9428
2.9058,6,3,63.0373,-99.6671,21.5514
2.9058,6,4,37.9534,-93.6743,27.5442
2.9058,6,5,17.1639,-70.3102,50.9083
2.9058,6,8,66.6596,-97.2332,23.9852
2.9636,5,2,87.2085,-92.5698,28.6487
2.9636,5,6,16.9275,-70.3102,50.9083
2.9636,5,7,43.3375,-84.7451,36.4734
2.9636,5,3,51.4286,-99.9141,21.3043
2.9636,5,4,23.4370,-84.6421,36.5764
2.9636,5,8,80.4055,-93.8013,27.4172
2.9841,8,2,116.5100,-103.6757,17.5428
2.9841,8,6,66.9558,-97.6163,23.6022
2.9841,8,7,44.7886,-86.8550,34.3635
2.9841,8,3,99.9553,-96.1928,25.0257
2.9841,8,4,91.2596,-102.1829,19.0355
2.9841,8,5,80.4935,-93.3134,27.9050
3.0003,3,2,37.3718,-92.8196,28.3989
3.0003,3,6,63.4757,-98.2091,23.0094
3.0003,3,7,82.3201,-93.9913,27.2271
3.0003,3,4,29.0726,-87.0285,34.1900
3.0003,3,5,51.0180,-102.8249,18.3935
3.0003,3,8,99.8976,-96.0811,25.1374
3.0081,2,6,97.4069,-93.2675,27.9510
3.0081,2,7,111.5104,-98.5598,22.6587
3.0081,2,3,37.1486,-93.3385,27.8800
3.0081,2,4,66.2876,-92.0044,29.2141
3.0081,2,5,87.1606,-92.5829,28.6356
3.0081,2,8,116.8035,-103.2840,17.9345
3.0163,4,2,66.3457,-91.9984,29.2201
3.0163,4,6,38.5864,-93.6703,27.5482
3.0163,4,7,62.2509,-99.0443,22.1741
3.0163,4,3,29.3085,-87.0315,34.1870
3.0163,4,5,23.2767,-79.3698,41.8487
3.0163,4,8,91.2962,-100.9162,20.3023
3.0636,5,2,87.5905,-92.4867,28.7318
3.0636,5,6,16.8932,-70.2402,50.9783
3.0636,5,7,43.1852,-84.6601,36.5584
3.0636,5,3,51.4251,-102.8185,18.4000
3.0636,5,4,23.5394,-84.5573,36.6612
3.0636,5,8,80.0005,-93.4472,27.7713
3.0841,8,2,117.9627,-113.5799,7.6386
3.0841,8,6,67.1994,-96.6814,24.5371
3.0841,8,7,44.8988,-85.8252,35.3933
3.0841,8,3,100.2093,-96.1830,25.0355
3.0841,8,4,91.6736,-95.4501,25.7683
3.0841,8,5,80.1095,-93.2081,28.0104
3.1041,7,2,112.9102,-98.7628,22.4557
3.1041,7,6,26.8149,-82.8151,38.4034
3.1041,7,3,82.9876,-74.9246,46.2939
3.1041,7,4,62.7490,-97.8935,23.3250
3.1041,7,5,43.3103,-84.6583,36.5602
3.1041,7,8,44.7854,-85.8300,35.3885
3.1636,5,2,87.9827,-92.4867,28.7318
3.1636,5,6,17.0084,-70.2402,50.9783
3.1636,5,7,43.1446,-84.6601,36.5584
3.1636,5,3,51.4475,-99.9575,21.2610
3.1636,5,4,23.6405,-84.5573,36.6611
3.1636,5,8,79.6975,-93.4472,27.7713
3.1841,8,2,119.5343,-110.7759,10.4425
3.1841,8,6,67.4867,-96.6814,24.5371
3.1841,8,7,45.0347,-85.8252,35.3933
3.1841,8,3,100.6022,-114.6420,6.5765
3.1841,8,4,94.5481,-97.5863,23.6322
3.1841,8,5,79.8439,-92.5241,28.6944
3.2003,3,2,37.7992,-90.1512,31.0673
3.2003,3,6,65.0049,-97.2336,23.9849
3.2003,3,7,83.4539,-93.7025,27.5160
3.2003,3,4,23.5664,-78.2005,43.0180
3.2003,3,5,51.0514,-102.9746,18.2439
3.2003,3,8,100.5837,-96.6371,24.5814
3.2058,6,2,100.2199,-78.2140,43.0044
3.2058,6,7,26.9179,-79.8753,41.3432
3.2058,6,3,65.1964,-97.2302,23.9883
3.2058,6,4,45.2094,-105.7078,15.5107
3.2058,6,5,17.2876,-72.5822,48.6363
3.2058,6,8,67.4316,-96.9891,24.2294
3.2081,2,6,100.2215,-78.2137,43.0048
3.2081,2,7,114.3781,-98.9911,22.2274
3.2081,2,3,37.5817,-90.1539,31.0646
3.2081,2,4,61.3643,-81.7199,39.4986
3.2081,2,5,87.9471,-91.8075,29.4110
3.2081,2,8,119.8802,-113.9921,7.2264
3.2163,4,2,61.4006,-81.7349,39.4836
3.2163,4,6,45.2296,-105.7100,15.5085
3.2163,4,7,67.7895,-96.9913,24.2272
3.2163,4,3,23.7966,-78.2468,42.9717
3.2163,4,5,29.2047,-84.6727,36.5458
3.2163,4,8,94.3618,-96.5443,24.6742
3.2841,8,2,121.1954,-113.9791,7.2394
3.2841,8,6,67.8016,-96.1168,25.1017
3.2841,8,7,45.1624,-85.4841,35.7344
3.2841,8,3,101.1085,-104.1192,17.0992
3.2841,8,4,94.1874,-96.4293,24.7892
3.2841,8,5,79.6807,-94.5091,26.7093
3.3163,4,2,61.6771,-82.2872,38.9313
3.3163,4,6,45.5338,-104.5004,16.7181
3.3163,4,7,67.6517,-96.9913,24.2272
3.3163,4,3,23.8650,-80.9198,40.2987
3.3163,4,5,28.9334,-84.6727,36.5458
3.3163,4,8,94.0498,-96.4035,24.8150
3.3636,5,2,88.8019,-95.8080,25.4105
3.3636,5,6,17.6905,-75.2585,45.9600
3.3636,5,7,43.2039,-100.7279,20.4906
3.3636,5,3,51.5705,-103.1101,18.1084
3.3636,5,4,29.0301,-83.4239,37.7946
3.3636,5,8,79.4369,-77.1960,44.0225
3.4003,3,2,38.2189,-92.8064,28.4121
3.4003,3,6,66.9046,-95.5052,25.7133
3.4003,3,7,84.3726,-95.9983,25.2202
3.4003,3,4,23.6992,-80.5887,40.6297
3.4003,3,5,51.1930,-100.0541,21.1644
3.4003,3,8,101.7840,-107.4157,13.8028
3.4048,7,2,116.7836,-99.1542,22.0643
3.4048,7,6,26.9824,-83.6167,37.6018
3.4048,7,3,84.5407,-95.9960,25.2225
3.4048,7,4,67.3909,-98.5198,22.6986
3.4048,7,5,43.3696,-97.2254,23.9931
3.4048,7,8,44.8708,-85.7145,35.5039
3.4163,4,2,61.9459,-82.6571,38.5614
3.4163,4,6,45.9805,-100.6185,20.6000
3.4163,4,3,23.9293,-80.6076,40.6108
3.4163,4,5,28.7126,-83.4219,37.7966
3.4163,4,8,93.8691,-94.3099,26.9086
3.4168,2,6,103.1664,-97.0776,24.1408
3.4168,2,7,116.6791,-98.8390,22.0641
3.4168,2,3,37.7762,-93.0434,28.1751
3.4168,2,4,61.7050,-82.6365,38.5820
3.4168,2,5,88.5856,-92.9835,28.2350
3.4291,2,8,123.4186,-119.3086,1.9099
3.5048,7,2,117.8681,-99.5363,21.6822
3.5048,7,6,26.9902,-83.6167,37.6018
3.5048,7,3,84.9538,-95.9960,25.2225
3.5048,7,4,67.2029,-90.9219,30.2966
3.5048,7,5,43.4202,-97.2254,23.9931
3.5048,7,8,44.8008,-86.1327,35.0857
3.5058,6,2,104.8275,-97.5438,23.6747
3.5058,6,7,26.9966,-83.6162,37.6023
3.5058,6,3,68.1955,-95.5026,25.7159
3.5058,6,4,46.4945,-104.2773,16.9412
3.5058,6,5,18.6987,-72.6642,48.5543
3.5058,6,8,68.5109,-95.2191,25.9994
3.5163,4,2,62.2146,-82.2226,38.9959
3.5163,4,6,46.5594,-104.2704,16.9481
3.5163,4,3,23.9974,-82.2836,38.9349
3.5163,4,5,28.5369,-85.6061,35.6124
3.5163,4,8,93.8215,-95.3446,25.8738
3.5636,5,2,89.6734,-94.5946,26.6238
3.5636,5,6,18.7479,-79.8755,41.3430
3.5636,5,7,43.3011,-87.2903,33.9282
3.5636,5,3,51.8067,-99.9568,21.2617
3.5636,5,4,28.6732,-82.3243,38.8942
3.5636,5,8,79.6540,-97.7167,23.5018
3.5841,8,6,68.3269,-95.2147,26.0038
3.5841,8,7,44.9364,-87.0830,34.1355
3.5841,8,3,103.4139,-105.4861,15.7323
3.5841,8,4,93.9117,-95.3446,25.8738
3.5841,8,5,79.9023,-97.7288,23.4897
3.5886,8,2,126.8022,-119.9783,1.2402
3.6048,7,2,119.0002,-99.6769,21.5416
3.6048,7,6,26.5322,-86.2837,34.9348
3.6048,7,3,85.4383,-95.5702,25.6483
3.6048,7,4,67.1037,-90.3210,30.8975
3.6048,7,5,43.5231,-87.2859,33.9325
3.6048,7,8,44.8035,-87.0880,34.1305
3.6058,6,2,105.6169,-97.9986,23.2199
3.6058,6,7,26.5440,-86.3408,34.8777
3.6058,6,3,68.6277,-94.8662,26.3523
3.6058,6,4,46.6235,-104.2773,16.9412
3.6058,6,5,19.0876,-79.8339,41.3846
3.6058,6,8,68.1117,-95.2191,25.9993
3.6163,3,2,38.8506,-89.4806,10.1660
3.6166,4,2,62.4832,-82.2658,38.9527
3.6166,4,6,46.6253,-104.2704,16.9481
3.6166,4,3,24.0686,-88.3006,32.9179
3.6166,4,5,28.4076,-82.3320,38.8865
3.6166,4,8,93.9091,-95.4339,25.7845
3.6168,2,6,105.4394,-97.9988,23.2197
3.6168,2,7,118.8949,-99.6771,21.5414
3.6168,2,3,38.1713,-89.6139,31.6046
3.6168,2,4,62.2361,-82.2659,38.9526
3.6168,2,5,89.4665,-93.4843,27.7342
3.6278,3,6,68.0729,-97.4564,26.1551
3.6278,3,5,51.0626,-91.1470,21.2564
3.6278,3,8,103.4796,-101.9621,12.6890
3.6291,2,8,127.3179,-120.1007,1.1178
3.6306,4,7,65.3754,-90.9221,30.2964
3.6306,4,7,66.8046,-92.9468,30.8973
3.7048,7,2,120.1833,-79.9104,41.3081
3.7048,7,6,26.0490,-100.7970,20.4215
3.7048,7,3,85.9982,-97.0438,24.1747
3.7048,7,4,67.1014,-90.8131,30.4054
3.7048,7,5,43.6877,-103.7960,17.4225
3.7048,7,8,44.8707,-87.5578,33.6607
3.7058,6,2,106.2552,-95.7331,25.4854
3.7058,6,7,26.0616,-103.8122,17.4063
3.7058,6,3,68.9400,-94.4755,26.7430
3.7058,6,4,46.6796,-86.5312,34.6873
3.7058,6,5,19.4256,-76.2814,44.9371
3.7058,6,8,67.6485,-84.2000,37.0185
3.7166,4,2,62.7439,-82.2637,38.9548
3.7166,4,6,46.6889,-85.9696,35.2489
3.7166,4,7,67.1121,-90.8133,30.4052
3.7166,4,3,24.1329,-86.1410,35.0775
3.7166,4,5,28.3342,-92.1597,29.0588
3.7166,4,8,94.1370,-96.1977,25.0208
3.7631,5,2,90.5986,-91.8714,29.3471
3.7631,5,6,19.4239,-76.2797,44.9388
3.7631,5,7,43.6361,-99.5285,21.6900
3.7631,5,3,52.1544,-99.8728,21.3457
3.7631,5,4,28.5221,-92.3109,28.9076
3.7631,5,8,80.3414,-96.2338,24.9847
3.8048,7,2,121.4127,-79.7607,41.4578
3.8048,7,6,25.6441,-87.1212,34.0973
3.8048,7,3,86.6301,-94.8591,26.3594
3.8048,7,4,67.1966,-90.7577,30.4608
3.8048,7,5,43.9174,-99.5356,21.6828
3.8048,7,8,44.9905,-86.5391,34.6794
3.8058,6,2,106.9138,-98.0676,23.1509
3.8058,6,7,25.6469,-87.1120,34.1065
3.8058,6,3,69.2791,-94.0170,27.2015
3.8058,6,4,46.7726,-106.2021,15.0164
3.8058,6,5,19.7725,-76.2814,44.9371
3.8058,6,8,67.2988,-84.2000,37.0185
3.8166,4,2,63.0048,-81.8089,39.4096
3.8166,4,6,46.7815,-85.2888,35.9297
3.8166,4,7,67.2177,-92.8095,30.4605
3.8166,4,3,24.1971,-86.2783,34.9402
3.8166,4,5,28.3114,-96.1583,25.0602
3.8166,4,8,94.5044,-96.0415,25.1770
3.8168,2,6,106.7415,-98.0678,23.1507
3.8168,2,7,121.3213,-79.7599,41.4586
3.8168,2,3,38.5692,-97.9000,23.3185
3.8168,2,4,62.7653,-81.8090,39.4095
3.8168,2,5,90.4093,-93.1238,28.0947
3.8278,3,2,39.4822,-90.2333,22.5608
3.8278,3,6,68.7190,-89.6539,27.1996
3.8278,3,5,51.4337,-96.9448,23.4871
3.8278,3,8,105.7073,-101.4238,14.4125
3.8291,2,8,131.5975,-120.3749,0.8436
3.8806,8,6,67.2055,-90.5911,30.6274
3.8806,8,7,45.2759,-86.9119,34.3065
3.8806,8,3,106.8368,-103.6763,17.5422
3.8806,8,4,94.8622,-95.9062,25.3123
3.8806,8,5,81.1922,-93.4840,27.7345
3.8956,8,2,133.4274,-121.4620,-0.2435
3.9058,6,2,107.5766,-96.7574,24.4611
3.9058,6,7,25.3085,-75.7455,45.4730
3.9058,6,3,69.6297,-94.3674,26.8511
3.9058,6,4,46.8886,-85.8486,35.3699
3.9058,6,5,20.1166,-76.1733,45.0452
3.9058,6,8,67.0704,-90.4899,30.7286
3.9166,4,2,63.2654,-82.2611,38.9574
3.9166,4,6,46.9029,-104.0306,17.1879
3.9166,4,7,67.4182,-90.2001,31.0184
3.9166,4,3,24.2613,-86.2677,34.9508
3.9166,4,5,28.3391,-72.5926,48.6259
3.9166,4,8,95.0139,-95.9063,25.3122
3.9631,5,2,91.5751,-92.5559,28.6626
3.9631,5,6,20.1122,-82.7814,38.4371
3.9631,5,7,44.2064,-104.1329,17.0856
3.9631,5,3,52.6030,-93.1769,28.0416
3.9631,5,4,28.5719,-81.4631,39.7553
3.9631,5,8,81.5183,-96.6867,24.5318
4.0058,6,2,108.2576,-98.4563,22.7621
4.0058,6,7,25.0539,-75.7455,45.4730
4.0058,6,3,70.0040,-93.9075,27.3110
4.0058,6,4,47.0369,-106.1585,15.0600
4.0058,6,5,20.5139,-82.7423,38.4762
4.0058,6,8,66.9858,-90.3187,30.8998
4.0163,3,2,39.6342,-85.7868,35.4316
4.0163,3,6,69.6229,-93.9094,27.3091
4.0163,3,5,50.5160,-93.1407,28.0777
4.0163,3,8,108.4168,-104.5135,16.7049
4.0168,2,6,108.0850,-98.4571,22.7614
4.0168,2,7,123.9320,-100.3846,20.8339
4.0168,2,3,38.9592,-92.1676,29.0508
4.0168,2,4,63.2818,-82.2586,38.9599
4.0168,2,5,89.6760,-92.5421,28.6764
4.1048,7,2,125.3955,-100.5685,20.6500
4.1048,7,6,24.8674,-75.8300,45.3885
4.1048,7,3,88.9546,-94.1207,27.0978
4.1048,7,4,68.0545,-85.4159,35.8026
4.1048,7,5,44.2186,-100.0767,21.1418
4.1048,7,8,45.8468,-85.9328,35.2857
4.1058,6,2,108.9445,-98.3223,22.8961
4.1058,6,7,24.8712,-75.8300,45.3885
4.1058,6,3,70.3918,-93.8030,27.4155
4.1058,6,4,47.2118,-84.9968,36.2217
4.1058,6,5,20.7873,-77.4498,43.7687
4.1058,6,8,67.0231,-90.2184,31.0001
4.1163,3,7,86.7296,-94.4821,26.7364
4.1163,3,4,21.7887,-86.0688,35.1497
4.1166,4,2,63.7868,-82.2558,38.9626
4.1166,4,6,47.2272,-84.9993,36.2191
4.1166,4,7,68.0924,-85.4177,35.8008
4.1166,4,3,24.3896,-85.7353,35.4832
4.1166,4,5,27.1766,-96.5351,24.6834
4.1166,4,8,96.4480,-96.2225,24.9960
4.1631,5,2,90.9282,-90.7473,30.4712
4.1631,5,6,20.7549,-92.2985,28.9200
4.1631,5,7,44.3049,-84.7051,36.5134
4.1631,5,3,51.5687,-99.7645,21.4540
4.1631,5,4,27.4344,-81.4729,39.7456
4.1631,5,8,81.3196,-93.1919,28.0266
4.1806,8,6,67.2253,-90.1990,31.0195
4.1806,8,7,46.3126,-85.3472,35.8713
4.1806,8,3,111.3195,-106.7606,14.4579
4.1806,8,4,97.0891,-96.2224,24.9961
4.1806,8,5,81.7300,-93.1660,28.0525
4.2163,3,2,40.0300,-91.5695,29.6490
4.2163,3,6,70.4196,-93.8049,27.4136
4.2163,3,7,89.5607,-94.1225,27.0960
4.2163,3,4,24.0085,-85.5560,35.6625
4.2163,3,5,51.0898,-99.7816,21.4369
4.2163,3,8,111.5656,-106.9025,14.3159
4.2168,2,6,109.4824,-98.3231,22.8954
4.2168,2,7,126.7265,-100.5687,20.6498
4.2168,2,3,39.3575,-92.3154,28.9030
4.2168,2,4,63.8022,-82.3423,38.8762
4.2168,2,5,90.7765,-94.6585,26.5600
4.3166,4,2,64.3006,-83.1665,38.0520
4.3166,4,6,47.6754,-105.9031,15.3154
4.3166,4,7,69.1440,-97.1185,24.1000
4.3166,4,3,24.5102,-85.3606,35.8579
4.3166,4,5,23.0873,-78.4158,42.8027
4.3166,4,8,98.4411,-96.4960,24.7225
4.3631,5,2,87.5817,-92.1169,29.1015
4.3631,5,6,25.3563,-91.3162,29.9022
4.3631,5,7,48.9094,-84.3840,36.8345
4.3631,5,3,47.7357,-102.7383,18.4801
4.3631,5,4,23.3018,-78.1671,43.0514
4.3631,5,8,85.4815,-94.3290,26.8895
4.4163,3,2,40.4261,-91.4877,29.7308
4.4163,3,6,71.2905,-93.3491,27.8693
4.4163,3,7,91.5684,-84.8495,36.3690
4.4163,3,4,24.1236,-85.1150,36.1035
4.4163,3,5,47.0976,-101.2201,19.9984
4.4163,3,8,115.1354,-102.4524,18.7661
4.4168,2,6,110.9190,-102.1917,19.0268
4.4168,2,7,129.6851,-100.9714,20.2470
4.4168,2,3,39.7477,-91.7942,29.4243
4.4168,2,4,64.3102,-82.5642,38.6543
4.4168,2,5,87.2395,-91.9986,29.2198
