run_id,tech,vehicle_id,timestamp_ms,lat,lon,heading_deg,speed_mps,accel_mps2,source_camId,message_id,t_s
txPower_-10,nrv2x,13,4874.0,45.0532,7.65778,270.0,7.27,2.6,13,2,1.6
txPower_-10,nrv2x,19,5025.0,45.0532,7.65788,270.0,1.95,3.1,19,2,0.4
txPower_-10,nrv2x,13,5074.0,45.0532,7.65777,270.0,7.88,2.3,13,2,1.8
txPower_-10,nrv2x,3,5206.0,45.0523,7.65756,270.0,6.93,-0.5,3,2,3.2
txPower_-10,nrv2x,19,5225.0,45.0532,7.65788,270.0,2.65,3.7,19,2,0.6
txPower_-10,nrv2x,13,5274.0,45.0532,7.65774,270.0,8.44,3.0,13,2,2.0
txPower_-10,nrv2x,19,5425.0,45.0532,7.65787,270.0,3.31,2.8,19,2,0.8
txPower_-10,nrv2x,13,5474.0,45.0532,7.65772,270.0,8.89,-0.4,13,2,2.2
txPower_-10,nrv2x,19,5625.0,45.0532,7.65786,270.0,3.97,3.2,19,2,1.0
txPower_-10,nrv2x,14,5529.0,45.0523,7.65773,270.0,8.68,0.3,14,2,2.8
txPower_-10,nrv2x,13,5674.0,45.0532,7.6577,270.0,8.7,-0.3,13,2,2.4
txPower_-10,nrv2x,3,5806.0,45.0523,7.6575,270.0,6.92,-0.2,3,2,3.8
txPower_-10,nrv2x,19,5825.0,45.0532,7.65785,270.0,4.54,2.9,19,2,1.2
txPower_-10,nrv2x,13,5874.0,45.0532,7.65768,270.0,8.54,-1.6,13,2,2.6
txPower_-10,nrv2x,19,6025.0,45.0532,7.65784,270.0,5.17,3.0,19,2,1.4
txPower_-10,nrv2x,19,6225.0,45.0532,7.65782,270.0,5.8,3.6,19,2,1.6
txPower_-10,nrv2x,13,6374.0,45.0532,7.65763,270.0,8.21,-1.0,13,2,3.1
txPower_-10,nrv2x,3,6406.0,45.0523,7.65745,270.0,6.93,0.0,3,2,4.4
txPower_-10,nrv2x,19,6425.0,45.0532,7.65781,270.0,6.37,2.0,19,2,1.8
txPower_-10,nrv2x,19,6625.0,45.0532,7.65779,270.0,6.92,-1.2,19,2,2.0
txPower_-10,nrv2x,19,6825.0,45.0532,7.65778,270.0,6.93,1.5,19,2,2.2
txPower_-10,nrv2x,13,6874.0,45.0532,7.65758,270.0,7.93,-0.5,13,2,3.6
txPower_-10,nrv2x,3,7006.0,45.0523,7.6574,270.0,6.92,0.0,3,2,5.0
txPower_-10,nrv2x,19,7025.0,45.0532,7.65776,270.0,6.93,-0.4,19,2,2.4
txPower_-10,nrv2x,19,7225.0,45.0532,7.65774,270.0,6.92,-0.6,19,2,2.6
txPower_-10,nrv2x,13,7374.0,45.0532,7.65753,270.0,7.7,-1.1,13,2,4.1
txPower_-10,nrv2x,3,7606.0,45.0523,7.65735,270.0,6.92,-0.6,3,2,5.6
txPower_-10,nrv2x,6,7741.0,45.0531,7.65556,90.0,8.32,-0.4,6,2,5.7
txPower_-10,nrv2x,18,7771.0,45.0531,7.65521,90.0,12.35,3.3,18,2,3.2
txPower_-10,nrv2x,12,7679.0,45.0531,7.6553,90.0,6.92,-0.3,12,2,5.2
txPower_-10,nrv2x,19,7825.0,45.0532,7.65769,270.0,6.93,1.3,19,2,3.2
txPower_-10,nrv2x,13,7874.0,45.0532,7.65748,270.0,7.55,0.7,13,2,4.6
txPower_-10,nrv2x,18,7971.0,45.0531,7.65524,90.0,13.0,3.8,18,2,3.4
txPower_-10,nrv2x,3,8206.0,45.0523,7.6573,270.0,6.93,0.9,3,2,6.2
txPower_-10,nrv2x,6,8241.0,45.0531,7.65561,90.0,8.31,-0.6,6,2,6.2
txPower_-10,nrv2x,12,8279.0,45.0531,7.65535,90.0,6.93,0.8,12,2,5.8
txPower_-10,nrv2x,13,8374.0,45.0531,7.65743,270.0,8.31,3.1,13,2,5.1
txPower_-10,nrv2x,19,8425.0,45.0532,7.65764,270.0,6.92,-1.3,19,2,3.8
txPower_-10,nrv2x,13,8574.0,45.0531,7.65741,270.0,8.92,2.8,13,2,5.3
txPower_-10,nrv2x,6,8741.0,45.0531,7.65566,90.0,8.31,0.0,6,2,6.7
txPower_-10,nrv2x,13,8774.0,45.0531,7.65739,270.0,9.52,2.6,13,2,5.5
txPower_-10,nrv2x,18,8771.0,45.0531,7.65538,90.0,13.87,-1.5,18,2,4.2
txPower_-10,nrv2x,3,8806.0,45.0523,7.65724,270.0,6.92,-0.3,3,2,6.8
txPower_-10,nrv2x,13,8974.0,45.0531,7.65736,270.0,10.12,2.6,13,2,5.7
txPower_-10,nrv2x,19,9025.0,45.0532,7.65758,270.0,6.93,-0.5,19,2,4.4
txPower_-10,nrv2x,18,9071.0,45.0531,7.65543,90.0,13.88,0.4,18,2,4.5
txPower_-10,nrv2x,13,9174.0,45.0531,7.65734,270.0,10.71,2.7,13,2,5.9
txPower_-10,nrv2x,6,9241.0,45.0531,7.65572,90.0,8.31,0.4,6,2,7.2
txPower_-10,nrv2x,13,9374.0,45.0531,7.65731,270.0,11.12,0.9,13,2,6.1
txPower_-10,nrv2x,18,9371.0,45.0531,7.65548,90.0,13.87,-0.9,18,2,4.8
txPower_-10,nrv2x,13,9574.0,45.0531,7.65728,270.0,11.11,0.9,13,2,6.3
txPower_-10,nrv2x,19,9625.0,45.0532,7.65753,270.0,6.93,1.6,19,2,5.0
txPower_-10,nrv2x,18,9671.0,45.0531,7.65553,90.0,13.88,0.1,18,2,5.1
txPower_-10,nrv2x,6,9741.0,45.0531,7.65577,90.0,8.32,0.0,6,2,7.7
txPower_-10,nrv2x,13,9774.0,45.0531,7.65725,270.0,11.12,1.0,13,2,6.5
txPower_-10,nrv2x,18,9971.0,45.0531,7.65559,90.0,13.87,0.2,18,2,5.4
txPower_-10,nrv2x,13,9974.0,45.0531,7.65723,270.0,11.11,1.2,13,2,6.7
txPower_-10,nrv2x,3,10006.0,45.0523,7.65714,270.0,6.93,-0.1,3,2,8.0
txPower_-10,nrv2x,12,10079.0,45.0531,7.65551,90.0,6.93,1.0,12,2,7.6
txPower_-10,nrv2x,19,10225.0,45.0532,7.65748,270.0,6.92,-0.5,19,2,5.6
txPower_-10,nrv2x,6,10241.0,45.0531,7.65582,90.0,8.32,1.6,6,2,8.2
txPower_-10,nrv2x,18,10271.0,45.0531,7.65564,90.0,13.88,0.9,18,2,5.7
txPower_-10,nrv2x,13,10374.0,45.0531,7.65717,270.0,11.11,-0.2,13,2,7.1
txPower_-10,nrv2x,18,10571.0,45.0531,7.65569,90.0,13.88,-0.1,18,2,6.0
txPower_-10,nrv2x,3,10606.0,45.0523,7.65709,270.0,6.93,1.1,3,2,8.6
txPower_-10,nrv2x,12,10679.0,45.0531,7.65556,90.0,6.92,-0.4,12,2,8.2
txPower_-10,nrv2x,6,10741.0,45.0531,7.65587,90.0,8.32,0.9,6,2,8.7
txPower_-10,nrv2x,13,10774.0,45.0531,7.65711,270.0,11.1,0.0,13,2,7.5
txPower_-10,nrv2x,19,10825.0,45.0532,7.65743,270.0,6.92,-0.1,19,2,6.2
txPower_-10,nrv2x,18,10871.0,45.0531,7.65574,90.0,13.87,-1.4,18,2,6.3
txPower_-10,nrv2x,14,11029.0,45.0523,7.65705,270.0,11.09,0.1,14,2,8.3
txPower_-10,nrv2x,18,11171.0,45.0531,7.65579,90.0,13.88,0.8,18,2,6.6
txPower_-10,nrv2x,13,11174.0,45.0531,7.65706,270.0,11.1,0.0,13,2,7.9
txPower_-10,nrv2x,3,11206.0,45.0523,7.65704,270.0,6.92,0.7,3,2,9.2
txPower_-10,nrv2x,6,11241.0,45.0531,7.65592,90.0,8.32,-0.3,6,2,9.2
txPower_-10,nrv2x,12,11279.0,45.0531,7.65561,90.0,6.93,0.4,12,2,8.8
txPower_-10,nrv2x,19,11425.0,45.0532,7.65738,270.0,6.92,-0.2,19,2,6.8
txPower_-10,nrv2x,18,11471.0,45.0531,7.65585,90.0,13.87,-1.1,18,2,6.9
txPower_-10,nrv2x,13,11574.0,45.0531,7.657,270.0,11.1,0.3,13,2,8.3
txPower_-10,nrv2x,6,11741.0,45.0531,7.65598,90.0,8.32,0.5,6,2,9.7
txPower_-10,nrv2x,18,11771.0,45.0531,7.6559,90.0,13.87,-1.1,18,2,7.2
txPower_-10,nrv2x,3,11806.0,45.0523,7.65698,270.0,6.92,-0.2,3,2,9.8
txPower_-10,nrv2x,12,11879.0,45.0531,7.65566,90.0,6.93,0.6,12,2,9.4
txPower_-10,nrv2x,13,11974.0,45.0531,7.65695,270.0,11.1,-1.2,13,2,8.7
txPower_-10,nrv2x,19,12025.0,45.0532,7.65732,270.0,6.92,-1.2,19,2,7.4
txPower_-10,nrv2x,18,12071.0,45.0531,7.65595,90.0,13.88,0.7,18,2,7.5
txPower_-10,nrv2x,6,12241.0,45.0531,7.65603,90.0,8.32,-0.3,6,2,10.2
txPower_-10,nrv2x,14,12229.0,45.0523,7.65688,270.0,11.09,0.1,14,2,9.5
txPower_-10,nrv2x,13,12374.0,45.0531,7.65689,270.0,11.1,-0.4,13,2,9.1
txPower_-10,nrv2x,18,12371.0,45.0531,7.656,90.0,13.88,-0.2,18,2,7.8
txPower_-10,nrv2x,3,12406.0,45.0523,7.65693,270.0,6.93,0.0,3,2,10.4
txPower_-10,nrv2x,12,12479.0,45.0531,7.65572,90.0,6.93,1.1,12,2,10.0
txPower_-10,nrv2x,19,12625.0,45.0532,7.65727,270.0,6.93,0.3,19,2,8.0
txPower_-10,nrv2x,18,12671.0,45.0531,7.65606,90.0,13.88,-0.3,18,2,8.1
txPower_-10,nrv2x,6,12741.0,45.0531,7.65608,90.0,8.32,-0.4,6,2,10.7
txPower_-10,nrv2x,13,12774.0,45.0531,7.65684,270.0,11.09,-1.1,13,2,9.5
txPower_-10,nrv2x,18,12971.0,45.0531,7.65611,90.0,13.88,0.8,18,2,8.4
txPower_-10,nrv2x,3,13006.0,45.0523,7.65688,270.0,6.92,0.5,3,2,11.0
txPower_-10,nrv2x,13,13074.0,45.0531,7.65679,270.0,11.74,2.1,13,2,9.8
txPower_-10,nrv2x,12,13079.0,45.0531,7.65577,90.0,6.93,1.4,12,2,10.6
txPower_-10,nrv2x,19,13225.0,45.0532,7.65722,270.0,6.93,0.0,19,2,8.6
txPower_-10,nrv2x,6,13241.0,45.0531,7.65613,90.0,8.32,-0.2,6,2,11.2
txPower_-10,nrv2x,13,13274.0,45.0531,7.65676,270.0,12.33,3.5,13,2,10.0
txPower_-10,nrv2x,18,13271.0,45.0531,7.65616,90.0,13.87,-1.3,18,2,8.7
txPower_-10,nrv2x,13,13474.0,45.0531,7.65673,270.0,12.92,3.0,13,2,10.2
txPower_-10,nrv2x,14,13429.0,45.0523,7.65671,270.0,11.09,-1.3,14,2,10.7
txPower_-10,nrv2x,18,13571.0,45.0531,7.65621,90.0,13.88,0.9,18,2,9.0
txPower_-10,nrv2x,3,13606.0,45.0523,7.65683,270.0,6.93,0.0,3,2,11.6
txPower_-10,nrv2x,13,13674.0,45.0531,7.6567,270.0,13.51,3.9,13,2,10.4
txPower_-10,nrv2x,12,13679.0,45.0531,7.65582,90.0,6.92,-0.1,12,2,11.2
txPower_-10,nrv2x,6,13741.0,45.0531,7.65618,90.0,8.31,-1.4,6,2,11.7
txPower_-10,nrv2x,19,13825.0,45.0532,7.65717,270.0,6.92,0.0,19,2,9.2
txPower_-10,nrv2x,13,13874.0,45.0531,7.65666,270.0,14.11,2.4,13,2,10.6
txPower_-10,nrv2x,18,13871.0,45.0531,7.65626,90.0,13.87,-0.9,18,2,9.3
txPower_-10,nrv2x,13,14074.0,45.0531,7.65663,270.0,14.72,2.9,13,2,10.8
txPower_-10,nrv2x,18,14171.0,45.0531,7.65632,90.0,13.87,-1.3,18,2,9.6
txPower_-10,nrv2x,3,14206.0,45.0523,7.65678,270.0,6.92,0.5,3,2,12.2
txPower_-10,nrv2x,6,14241.0,45.0531,7.65624,90.0,8.32,-0.5,6,2,12.2
txPower_-10,nrv2x,13,14274.0,45.0531,7.65659,270.0,15.25,0.0,13,2,11.0
txPower_-10,nrv2x,12,14279.0,45.0531,7.65587,90.0,6.93,0.6,12,2,11.8
txPower_-10,nrv2x,19,14425.0,45.0532,7.65712,270.0,6.92,-0.1,19,2,9.8
txPower_-10,nrv2x,13,14474.0,45.0531,7.65655,270.0,15.26,0.0,13,2,11.2
txPower_-10,nrv2x,18,14471.0,45.0531,7.65637,90.0,13.87,-0.7,18,2,9.9
txPower_-10,nrv2x,13,14674.0,45.0531,7.65651,270.0,15.25,0.0,13,2,11.4
txPower_-10,nrv2x,6,14741.0,45.0531,7.65629,90.0,8.32,1.1,6,2,12.7
txPower_-10,nrv2x,18,14771.0,45.0531,7.65642,90.0,13.88,0.7,18,2,10.2
txPower_-10,nrv2x,3,14806.0,45.0523,7.65672,270.0,6.93,0.1,3,2,12.8
txPower_-10,nrv2x,13,14874.0,45.0531,7.65648,270.0,15.25,-0.1,13,2,11.6
txPower_-10,nrv2x,12,14879.0,45.0531,7.65592,90.0,6.93,0.3,12,2,12.4
txPower_-10,nrv2x,19,15025.0,45.0532,7.65706,270.0,6.93,1.3,19,2,10.4
txPower_-10,nrv2x,18,15071.0,45.0531,7.65647,90.0,13.88,-0.1,18,2,10.5
txPower_-10,nrv2x,13,15174.0,45.0531,7.65642,270.0,15.25,-0.1,13,2,11.9
txPower_-10,nrv2x,6,15241.0,45.0531,7.65634,90.0,8.31,0.2,6,2,13.2
txPower_-10,nrv2x,18,15371.0,45.0531,7.65652,90.0,13.87,-0.6,18,2,10.8
txPower_-10,nrv2x,3,15406.0,45.0523,7.65667,270.0,6.92,0.0,3,2,13.4
txPower_-10,nrv2x,13,15474.0,45.0531,7.65636,270.0,15.26,0.0,13,2,12.2
txPower_-10,nrv2x,12,15479.0,45.0531,7.65598,90.0,6.92,0.8,12,2,13.0
txPower_-10,nrv2x,14,15429.0,45.0523,7.65644,270.0,11.1,0.7,14,2,12.7
txPower_-10,nrv2x,19,15625.0,45.0532,7.65701,270.0,6.93,1.8,19,2,11.0
txPower_-10,nrv2x,18,15671.0,45.0531,7.65658,90.0,13.88,0.6,18,2,11.1
txPower_-10,nrv2x,6,15741.0,45.0531,7.65639,90.0,8.32,0.4,6,2,13.7
txPower_-10,nrv2x,13,15774.0,45.0531,7.6563,270.0,15.25,0.4,13,2,12.5
txPower_-10,nrv2x,18,15971.0,45.0531,7.65663,90.0,13.88,0.5,18,2,11.4
txPower_-10,nrv2x,3,16006.0,45.0523,7.65662,270.0,6.92,-1.7,3,2,14.0
txPower_-10,nrv2x,13,16074.0,45.0531,7.65625,270.0,15.26,0.3,13,2,12.8
txPower_-10,nrv2x,12,16079.0,45.0531,7.65603,90.0,6.93,0.1,12,2,13.6
txPower_-10,nrv2x,19,16225.0,45.0532,7.65696,270.0,6.93,-0.2,19,2,11.6
txPower_-10,nrv2x,6,16241.0,45.0531,7.65644,90.0,8.32,1.8,6,2,14.2
txPower_-10,nrv2x,18,16271.0,45.0531,7.65668,90.0,13.88,0.7,18,2,11.7
txPower_-10,nrv2x,13,16374.0,45.0531,7.65619,270.0,15.25,-0.3,13,2,13.1
txPower_-10,nrv2x,18,16571.0,45.0531,7.65673,90.0,13.88,1.0,18,2,12.0
txPower_-10,nrv2x,3,16606.0,45.0523,7.65657,270.0,6.93,0.5,3,2,14.6
txPower_-10,nrv2x,13,16674.0,45.0531,7.65613,270.0,15.26,0.4,13,2,13.4
txPower_-10,nrv2x,12,16679.0,45.0531,7.65608,90.0,6.93,0.0,12,2,14.2
txPower_-10,nrv2x,6,16741.0,45.0531,7.6565,90.0,8.31,0.4,6,2,14.7
txPower_-10,nrv2x,19,16825.0,45.0532,7.65691,270.0,6.93,0.6,19,2,12.2
txPower_-10,nrv2x,18,16871.0,45.0531,7.65678,90.0,13.87,-1.1,18,2,12.3
txPower_-10,nrv2x,13,16974.0,45.0531,7.65607,270.0,15.25,-0.5,13,2,13.7
txPower_-10,nrv2x,18,17171.0,45.0531,7.65684,90.0,13.88,0.8,18,2,12.6
txPower_-10,nrv2x,6,17241.0,45.0531,7.65655,90.0,8.32,1.5,6,2,15.2
txPower_-10,nrv2x,13,17274.0,45.0531,7.65602,270.0,15.25,-0.9,13,2,14.0
txPower_-10,nrv2x,12,17279.0,45.0531,7.65613,90.0,6.92,-0.8,12,2,14.8
txPower_-10,nrv2x,19,17425.0,45.0532,7.65686,270.0,6.92,-1.1,19,2,12.8
txPower_-10,nrv2x,18,17471.0,45.0531,7.65689,90.0,13.87,-0.3,18,2,12.9
txPower_-10,nrv2x,13,17574.0,45.0531,7.65596,270.0,15.26,1.0,13,2,14.3
txPower_-10,nrv2x,6,17741.0,45.0531,7.6566,90.0,8.32,-0.1,6,2,15.7
txPower_-10,nrv2x,18,17771.0,45.0531,7.65694,90.0,13.88,0.2,18,2,13.2
txPower_-10,nrv2x,3,17806.0,45.0523,7.65646,270.0,6.92,-0.7,3,2,15.8
txPower_-10,nrv2x,12,17879.0,45.0531,7.65618,90.0,6.93,0.7,12,2,15.4
txPower_-10,nrv2x,19,18025.0,45.0532,7.6568,270.0,6.92,-0.1,19,2,13.4
txPower_-10,nrv2x,18,18071.0,45.0531,7.65699,90.0,13.88,1.7,18,2,13.5
txPower_-10,nrv2x,13,18174.0,45.0531,7.65585,270.0,15.25,-1.1,13,2,14.9
txPower_-10,nrv2x,17,18173.0,45.0522,7.656,90.0,5.04,-0.7,17,2,13.9
txPower_-10,nrv2x,6,18241.0,45.0531,7.65665,90.0,8.32,1.1,6,2,16.2
txPower_-10,nrv2x,18,18371.0,45.0531,7.65705,90.0,13.88,0.4,18,2,13.8
txPower_-10,nrv2x,12,18479.0,45.0531,7.65624,90.0,6.93,0.3,12,2,16.0
txPower_-10,nrv2x,13,18474.0,45.0531,7.65579,270.0,15.26,-0.4,13,2,15.2
txPower_-10,nrv2x,19,18625.0,45.0532,7.65675,270.0,6.92,-0.3,19,2,14.0
txPower_-10,nrv2x,18,18671.0,45.0531,7.6571,90.0,13.88,0.3,18,2,14.1
txPower_-10,nrv2x,6,18741.0,45.0531,7.6567,90.0,8.31,-0.6,6,2,16.7
txPower_-10,nrv2x,14,18629.0,45.0523,7.65599,270.0,11.09,-0.5,14,2,15.9
txPower_-10,nrv2x,13,18774.0,45.0531,7.65573,270.0,15.25,-0.8,13,2,15.5
txPower_-10,nrv2x,18,18971.0,45.0531,7.65715,90.0,13.87,-0.9,18,2,14.4
txPower_-10,nrv2x,17,18973.0,45.0522,7.65605,90.0,4.97,-0.6,17,2,14.7
txPower_-10,nrv2x,3,19006.0,45.0523,7.65636,270.0,6.93,0.7,3,2,17.0
txPower_-10,nrv2x,12,19079.0,45.0531,7.65629,90.0,6.92,-0.9,12,2,16.6
txPower_-10,nrv2x,13,19074.0,45.0531,7.65567,270.0,15.26,-0.3,13,2,15.8
txPower_-10,nrv2x,19,19225.0,45.0532,7.6567,270.0,6.92,-0.4,19,2,14.6
txPower_-10,nrv2x,6,19241.0,45.0531,7.65676,90.0,8.31,0.3,6,2,17.2
txPower_-10,nrv2x,18,19271.0,45.0531,7.6572,90.0,13.87,0.0,18,2,14.7
txPower_-10,nrv2x,13,19374.0,45.0531,7.65562,270.0,15.26,0.1,13,2,16.1
txPower_-10,nrv2x,18,19571.0,45.0531,7.65725,90.0,13.87,-0.8,18,2,15.0
txPower_-10,nrv2x,3,19606.0,45.0523,7.65631,270.0,6.92,-0.8,3,2,17.6
txPower_-10,nrv2x,12,19679.0,45.0531,7.65634,90.0,6.93,1.0,12,2,17.2
txPower_-10,nrv2x,13,19674.0,45.0531,7.65556,270.0,15.25,-0.7,13,2,16.4
txPower_-10,nrv2x,6,19741.0,45.0531,7.65681,90.0,8.32,1.2,6,2,17.7
txPower_-10,nrv2x,17,19773.0,45.0522,7.6561,90.0,4.92,-0.4,17,2,15.5
txPower_-10,nrv2x,19,19825.0,45.0532,7.65665,270.0,6.92,-0.9,19,2,15.2
txPower_-10,nrv2x,18,19871.0,45.0531,7.65731,90.0,13.87,-0.3,18,2,15.3
txPower_-10,nrv2x,13,19974.0,45.0531,7.6555,270.0,15.25,-0.3,13,2,16.7
txPower_-10,nrv2x,18,20171.0,45.0531,7.65736,90.0,13.88,1.3,18,2,15.6
txPower_-10,nrv2x,3,20206.0,45.0523,7.65625,270.0,6.93,-0.1,3,2,18.2
txPower_-10,nrv2x,6,20241.0,45.0531,7.65686,90.0,8.31,0.3,6,2,18.2
txPower_-10,nrv2x,12,20279.0,45.0531,7.65639,90.0,6.92,0.5,12,2,17.8
txPower_-10,nrv2x,13,20274.0,45.0531,7.65544,270.0,15.25,-1.2,13,2,17.0
txPower_-10,nrv2x,19,20425.0,45.0532,7.6566,270.0,6.92,0.2,19,2,15.8
txPower_-10,nrv2x,18,20471.0,45.0531,7.65741,90.0,13.87,-0.7,18,2,15.9
txPower_-10,nrv2x,17,20573.0,45.0522,7.65614,90.0,4.89,-0.2,17,2,16.3
txPower_-10,nrv2x,13,20574.0,45.0531,7.65539,270.0,15.26,0.7,13,2,17.3
txPower_-10,nrv2x,6,20741.0,45.0531,7.65691,90.0,8.31,-0.1,6,2,18.7
txPower_-10,nrv2x,18,20771.0,45.0531,7.65746,90.0,13.88,-0.4,18,2,16.2
txPower_-10,nrv2x,3,20806.0,45.0523,7.6562,270.0,6.93,-0.2,3,2,18.8
txPower_-10,nrv2x,12,20879.0,45.0531,7.65644,90.0,6.93,0.7,12,2,18.4
txPower_-10,nrv2x,13,20874.0,45.0531,7.65533,270.0,15.26,0.6,13,2,17.6
txPower_-10,nrv2x,4,20942.0,45.053,7.65471,56.8,5.54,1.8,4,2,18.8
txPower_-10,nrv2x,19,21025.0,45.0532,7.65654,270.0,6.93,0.9,19,2,16.4
txPower_-10,nrv2x,18,21071.0,45.0531,7.65752,90.0,13.88,-0.2,18,2,16.5
txPower_-10,nrv2x,14,21029.0,45.0523,7.65566,270.0,11.1,0.2,14,2,18.3
txPower_-10,nrv2x,13,21174.0,45.0531,7.65527,270.0,15.26,-0.2,13,2,17.9
txPower_-10,nrv2x,17,21173.0,45.0523,7.65618,90.0,5.6,2.4,17,2,16.9
txPower_-10,nrv2x,6,21241.0,45.0531,7.65697,90.0,8.32,0.8,6,2,19.2
txPower_-10,nrv2x,17,21373.0,45.0523,7.6562,90.0,6.23,3.2,17,2,17.1
txPower_-10,nrv2x,18,21371.0,45.0531,7.65757,90.0,13.88,0.7,18,2,16.8
txPower_-10,nrv2x,12,21479.0,45.0531,7.6565,90.0,6.93,0.0,12,2,19.0
txPower_-10,nrv2x,13,21474.0,45.0531,7.65522,270.0,15.25,0.1,13,2,18.2
txPower_-10,nrv2x,3,21406.0,45.0523,7.65615,270.0,6.93,-0.3,3,2,19.4
txPower_-10,nrv2x,19,21625.0,45.0532,7.65649,270.0,6.93,1.4,19,2,17.0
txPower_-10,nrv2x,18,21671.0,45.0531,7.65762,90.0,13.88,0.6,18,2,17.1
txPower_-10,nrv2x,6,21741.0,45.0531,7.65702,90.0,8.31,0.4,6,2,19.7
txPower_-10,nrv2x,13,21774.0,45.0531,7.65516,270.0,15.25,-0.5,13,2,18.5
txPower_-10,nrv2x,4,21742.0,45.053,7.65475,56.8,5.54,-0.1,4,2,19.6
txPower_-10,nrv2x,18,21971.0,45.0531,7.65767,90.0,13.88,0.6,18,2,17.4
txPower_-10,nrv2x,3,22006.0,45.0523,7.6561,270.0,6.92,0.0,3,2,20.0
txPower_-10,nrv2x,13,22074.0,45.0531,7.6551,270.0,15.25,0.2,13,2,18.8
txPower_-10,nrv2x,12,22079.0,45.0531,7.65655,90.0,6.92,0.3,12,2,19.6
txPower_-10,nrv2x,19,22225.0,45.0532,7.65644,270.0,6.93,1.2,19,2,17.6
txPower_-10,nrv2x,6,22241.0,45.0531,7.65707,90.0,8.32,0.2,6,2,20.2
txPower_-10,nrv2x,18,22271.0,45.0531,7.65772,90.0,13.87,-0.5,18,2,17.7
txPower_-10,nrv2x,17,22173.0,45.0523,7.65627,90.0,8.52,3.0,17,2,17.9
txPower_-10,nrv2x,13,22374.0,45.0531,7.65504,270.0,15.25,0.0,13,2,19.1
txPower_-10,nrv2x,17,22373.0,45.0523,7.65629,90.0,9.12,3.4,17,2,18.1
txPower_-10,nrv2x,4,22542.0,45.053,7.65479,56.8,5.54,0.9,4,2,20.4
txPower_-10,nrv2x,18,22571.0,45.0531,7.65778,90.0,13.87,-0.1,18,2,18.0
txPower_-10,nrv2x,3,22606.0,45.0523,7.65605,270.0,6.92,-0.3,3,2,20.6
txPower_-10,nrv2x,13,22674.0,45.0531,7.65499,270.0,15.26,-0.1,13,2,19.4
txPower_-10,nrv2x,12,22679.0,45.0531,7.6566,90.0,6.93,1.0,12,2,20.2
txPower_-10,nrv2x,17,22573.0,45.0523,7.65632,90.0,9.7,3.1,17,2,18.3
txPower_-10,nrv2x,6,22741.0,45.0531,7.65712,90.0,8.31,-1.3,6,2,20.7
txPower_-10,nrv2x,19,22825.0,45.0532,7.65639,270.0,6.92,0.2,19,2,18.2
txPower_-10,nrv2x,17,22773.0,45.0523,7.65634,90.0,10.32,2.7,17,2,18.5
txPower_-10,nrv2x,18,22871.0,45.0531,7.65783,90.0,13.87,-0.4,18,2,18.3
txPower_-10,nrv2x,13,22974.0,45.0531,7.65493,270.0,15.25,-0.5,13,2,19.7
txPower_-10,nrv2x,17,22973.0,45.0523,7.65637,90.0,10.91,3.7,17,2,18.7
