run_id,tech,vehicle_id,aoi_mean_s,aoi_p95_s,aoi_max_s
txPower_-20,nrv2x,19.0,0.2599816494845361,0.6000000000000014,0.6290000000000013
txPower_0,nrv2x,1.0,0.028981829521829518,0.07834999999999989,0.17650000000000077
txPower_0,nrv2x,2.0,0.02786772,0.07682500000000203,0.19149999999999956
txPower_0,nrv2x,3.0,0.02920180293501048,0.08483750000000034,0.17400000000000126
txPower_0,nrv2x,4.0,0.027383320235756386,0.07133249999999997,0.20000000000000107
txPower_0,nrv2x,5.0,0.026053943925233646,0.07418499999999938,0.1789999999999985
txPower_0,nrv2x,6.0,0.025502259835315646,0.07320000000000075,0.12049999999999983
txPower_0,nrv2x,8.0,0.041061148748159054,0.1008699999999994,0.272000000000002
txPower_0,nrv2x,9.0,0.02708116618075802,0.06499999999999995,0.16050000000000253
txPower_0,nrv2x,10.0,0.026224101599247412,0.07316000000000002,0.14350000000000307
txPower_0,nrv2x,11.0,0.0271377994157741,0.07774999999999882,0.1789999999999985
txPower_0,nrv2x,12.0,0.02406176165803109,0.0615299999999997,0.14649999999999963
txPower_0,nrv2x,13.0,0.03257980861244019,0.09057499999999963,0.1847999999999992
txPower_0,nrv2x,14.0,0.0329113630880579,0.09541999999999964,0.1647999999999996
txPower_0,nrv2x,16.0,0.033893992537313435,0.09073000000000048,0.1999999999999993
txPower_0,nrv2x,17.0,0.026545632653061226,0.07601000000000048,0.1789999999999985
txPower_0,nrv2x,18.0,0.03835636229749632,0.09999999999999983,0.1999999999999993
txPower_0,nrv2x,19.0,0.035450027972027974,0.0968599999999986,0.1958000000000002
txPower_10,nrv2x,1.0,0.024893321428571424,0.0643199999999993,0.17650000000000077
txPower_10,nrv2x,2.0,0.024893321428571424,0.06476249999999963,0.1463000000000001
txPower_10,nrv2x,3.0,0.02163549689440994,0.05373249999999969,0.14300000000000068
txPower_10,nrv2x,4.0,0.02179868647380766,0.05430000000000135,0.14300000000000068
txPower_10,nrv2x,5.0,0.021849937304075234,0.058074999999999655,0.1404999999999994
txPower_10,nrv2x,6.0,0.021430069177555723,0.05480000000000018,0.12600000000000122
txPower_10,nrv2x,8.0,0.023432537815126053,0.06557000000000104,0.1789999999999985
txPower_10,nrv2x,9.0,0.02250243744955609,0.05401999999999843,0.1463000000000001
txPower_10,nrv2x,10.0,0.021529127413127413,0.054199999999999096,0.14300000000000068
txPower_10,nrv2x,11.0,0.021786109375,0.05604999999999918,0.1382000000000012
txPower_10,nrv2x,12.0,0.021489606784888204,0.053000000000000824,0.14300000000000068
txPower_10,nrv2x,13.0,0.0236009705372617,0.061979999999999986,0.14120000000000132
txPower_10,nrv2x,14.0,0.02370288444830582,0.05812499999999998,0.1382000000000012
txPower_10,nrv2x,16.0,0.023394824034334766,0.05950000000000268,0.14300000000000068
txPower_10,nrv2x,17.0,0.021769398496240603,0.059499999999999886,0.13830000000000098
txPower_10,nrv2x,18.0,0.025225818005808327,0.06550000000000011,0.1382000000000012
txPower_10,nrv2x,19.0,0.022444486725663716,0.05599999999999885,0.14880000000000138
txPower_14,nrv2x,1.0,0.02376855924978687,0.06260000000000009,0.1463000000000001
txPower_14,nrv2x,2.0,0.023931776824034332,0.0625,0.1463000000000001
txPower_14,nrv2x,3.0,0.021518548262548263,0.05335999999999998,0.14300000000000068
txPower_14,nrv2x,4.0,0.021413609831029183,0.053989999999998706,0.14300000000000068
txPower_14,nrv2x,5.0,0.02146306389530408,0.054320000000001284,0.14300000000000068
txPower_14,nrv2x,6.0,0.021185805471124617,0.05422500000000152,0.14300000000000068
txPower_14,nrv2x,8.0,0.022430024135156875,0.06042500000000087,0.1789999999999985
txPower_14,nrv2x,9.0,0.02134802450229709,0.05327500000000018,0.1463000000000001
txPower_14,nrv2x,10.0,0.021396945510360706,0.052680000000001184,0.14300000000000068
txPower_14,nrv2x,11.0,0.021336052027543996,0.05377499999999905,0.14300000000000068
txPower_14,nrv2x,12.0,0.021260122044241037,0.05290000000000061,0.14300000000000068
txPower_14,nrv2x,13.0,0.022585837479270315,0.0556499999999982,0.14300000000000068
txPower_14,nrv2x,14.0,0.022539446738232865,0.05710000000000015,0.14300000000000068
txPower_14,nrv2x,16.0,0.022376822660098522,0.057030000000001795,0.14300000000000068
txPower_14,nrv2x,17.0,0.02141164338537387,0.05725999999999978,0.13830000000000098
txPower_14,nrv2x,18.0,0.023518294223826716,0.06012499999999836,0.1382000000000012
txPower_14,nrv2x,19.0,0.02162171355498721,0.054380000000001136,0.14300000000000068
txPower_18,nrv2x,1.0,0.022984765045342123,0.0598799999999995,0.1463000000000001
txPower_18,nrv2x,2.0,0.02374831345826235,0.06199999999999954,0.1463000000000001
txPower_18,nrv2x,3.0,0.021433476923076924,0.05331000000000009,0.14300000000000068
txPower_18,nrv2x,4.0,0.02134802450229709,0.05377500000000168,0.14300000000000068
txPower_18,nrv2x,5.0,0.0213316908951798,0.05427000000000142,0.14300000000000068
txPower_18,nrv2x,6.0,0.021137619408642908,0.05303000000000073,0.14300000000000068
txPower_18,nrv2x,8.0,0.022286586730615506,0.05972500000000136,0.1789999999999985
txPower_18,nrv2x,9.0,0.0213316908951798,0.05343999999999981,0.14300000000000068
txPower_18,nrv2x,10.0,0.021396945510360706,0.0527900000000013,0.14300000000000068
txPower_18,nrv2x,11.0,0.021174047076689448,0.05275999999999997,0.14300000000000068
txPower_18,nrv2x,12.0,0.02117934650455927,0.05280000000000129,0.14300000000000068
txPower_18,nrv2x,13.0,0.022109188311688312,0.054390000000001146,0.14300000000000068
txPower_18,nrv2x,14.0,0.021818760991207033,0.054199999999999804,0.14300000000000068
txPower_18,nrv2x,16.0,0.022033120452708166,0.05654000000000004,0.14300000000000068
txPower_18,nrv2x,17.0,0.02141164338537387,0.05474000000000038,0.13830000000000098
txPower_18,nrv2x,18.0,0.02256127272727273,0.057060000000000236,0.14300000000000068
txPower_18,nrv2x,19.0,0.02131283193277311,0.05419999999999803,0.14300000000000068
txPower_23,nrv2x,1.0,0.022092329635499206,0.05799999999999983,0.1463000000000001
txPower_23,nrv2x,2.0,0.02338969798657718,0.05878499999999966,0.1463000000000001
txPower_23,nrv2x,3.0,0.021433476923076924,0.053714999999999145,0.14300000000000068
txPower_23,nrv2x,4.0,0.0213316908951798,0.05335000000000003,0.14300000000000068
txPower_23,nrv2x,5.0,0.0213316908951798,0.05427000000000142,0.14300000000000068
txPower_23,nrv2x,6.0,0.021137619408642908,0.053000000000000026,0.14300000000000068
txPower_23,nrv2x,8.0,0.022251013567438145,0.059720000000001675,0.1789999999999985
txPower_23,nrv2x,9.0,0.0213316908951798,0.05343999999999981,0.14300000000000068
txPower_23,nrv2x,10.0,0.021396945510360706,0.0527900000000013,0.14300000000000068
txPower_23,nrv2x,11.0,0.021137619408642908,0.05270500000000133,0.14300000000000068
txPower_23,nrv2x,12.0,0.02110561695685087,0.05280000000000129,0.14300000000000068
txPower_23,nrv2x,13.0,0.021928760064412238,0.05418999999999824,0.14300000000000068
txPower_23,nrv2x,14.0,0.021628581616481773,0.05398499999999854,0.14300000000000068
txPower_23,nrv2x,16.0,0.0218915421686747,0.05420000000000087,0.14300000000000068
txPower_23,nrv2x,17.0,0.02141164338537387,0.05474000000000038,0.14300000000000068
txPower_23,nrv2x,18.0,0.02208327966101695,0.05531000000000236,0.14300000000000068
txPower_23,nrv2x,19.0,0.021188195488721803,0.05384000000000172,0.14300000000000068
txPower_6,nrv2x,1.0,0.025531611721611717,0.06502499999999947,0.17650000000000077
txPower_6,nrv2x,2.0,0.025664843462246775,0.06874999999999942,0.1836999999999982
txPower_6,nrv2x,3.0,0.02238274698795181,0.05619999999999975,0.14300000000000068
txPower_6,nrv2x,4.0,0.023003729372937293,0.055725000000000004,0.14300000000000068
txPower_6,nrv2x,5.0,0.022685532953620826,0.05961999999999959,0.14399999999999835
txPower_6,nrv2x,6.0,0.022550177993527508,0.0588500000000014,0.1999999999999993
txPower_6,nrv2x,8.0,0.026709501915708814,0.08079999999999998,0.1509999999999998
txPower_6,nrv2x,9.0,0.02364039016115352,0.05782000000000023,0.1463000000000001
txPower_6,nrv2x,10.0,0.022004909234411996,0.05850000000000115,0.14300000000000068
txPower_6,nrv2x,11.0,0.022745693311582382,0.0612749999999993,0.1463000000000001
txPower_6,nrv2x,12.0,0.02208757527733756,0.05419999999999803,0.14300000000000068
txPower_6,nrv2x,13.0,0.025101861751152074,0.06495999999999959,0.1451999999999991
txPower_6,nrv2x,14.0,0.02576064211520302,0.06602000000000208,0.1385000000000005
txPower_6,nrv2x,16.0,0.02663809384164223,0.07442000000000026,0.1579999999999977
txPower_6,nrv2x,17.0,0.022738193717277488,0.062300000000000466,0.13830000000000098
txPower_6,nrv2x,18.0,0.030062249134948097,0.08270000000000152,0.1980000000000004
txPower_6,nrv2x,19.0,0.02474123902439024,0.06362000000000056,0.1440000000000019
