timestamp,index,name,utilization_gpu_pct,utilization_mem_pct,memory_used_mib,power_w,temp_c
2026/02/20 20:00:44.712, 0, NVIDIA GeForce RTX 5070 Ti, 0, 24, 1422, 31.17, 48
2026/02/20 20:00:45.769, 0, NVIDIA GeForce RTX 5070 Ti, 0, 24, 1422, 29.51, 48
2026/02/20 20:00:46.828, 0, NVIDIA GeForce RTX 5070 Ti, 0, 24, 1422, 29.46, 48
2026/02/20 20:00:47.886, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.47, 48
2026/02/20 20:00:48.943, 0, NVIDIA GeForce RTX 5070 Ti, 0, 23, 1422, 29.56, 48
2026/02/20 20:00:50.002, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.46, 48
2026/02/20 20:00:51.058, 0, NVIDIA GeForce RTX 5070 Ti, 0, 23, 1422, 29.41, 48
2026/02/20 20:00:52.096, 0, NVIDIA GeForce RTX 5070 Ti, 0, 24, 1422, 29.40, 48
2026/02/20 20:00:53.135, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.41, 48
2026/02/20 20:00:53.036, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.51, 48
2026/02/20 20:00:54.074, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.52, 48
2026/02/20 20:00:55.114, 0, NVIDIA GeForce RTX 5070 Ti, 0, 24, 1422, 29.57, 48
2026/02/20 20:00:56.153, 0, NVIDIA GeForce RTX 5070 Ti, 1, 21, 1422, 30.71, 48
2026/02/20 20:00:57.191, 0, NVIDIA GeForce RTX 5070 Ti, 1, 24, 1422, 31.37, 49
2026/02/20 20:00:58.231, 0, NVIDIA GeForce RTX 5070 Ti, 1, 25, 1422, 31.58, 49
2026/02/20 20:00:59.269, 0, NVIDIA GeForce RTX 5070 Ti, 1, 22, 1422, 31.48, 49
2026/02/20 20:01:00.306, 0, NVIDIA GeForce RTX 5070 Ti, 1, 27, 1422, 31.53, 49
2026/02/20 20:01:01.345, 0, NVIDIA GeForce RTX 5070 Ti, 1, 25, 1422, 31.71, 49
2026/02/20 20:01:02.384, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 30.69, 48
2026/02/20 20:01:03.422, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.47, 48
2026/02/20 20:01:04.471, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.57, 48
2026/02/20 20:01:05.528, 0, NVIDIA GeForce RTX 5070 Ti, 0, 24, 1422, 29.72, 48
2026/02/20 20:01:06.588, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.53, 48
2026/02/20 20:01:07.642, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.59, 48
2026/02/20 20:01:08.699, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.61, 48
2026/02/20 20:01:09.756, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.74, 48
2026/02/20 20:01:10.824, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.58, 48
2026/02/20 20:01:11.875, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.58, 48
2026/02/20 20:01:12.929, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.62, 48
2026/02/20 20:01:13.986, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.68, 48
2026/02/20 20:01:15.043, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.76, 48
2026/02/20 20:01:16.101, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.65, 48
2026/02/20 20:01:17.161, 0, NVIDIA GeForce RTX 5070 Ti, 0, 22, 1422, 29.56, 48
2026/02/20 20:01:18.216, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.56, 48
2026/02/20 20:01:19.273, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.62, 48
2026/02/20 20:01:20.329, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.70, 48
2026/02/20 20:01:21.386, 0, NVIDIA GeForce RTX 5070 Ti, 0, 24, 1422, 29.88, 48
2026/02/20 20:01:22.446, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.66, 48
2026/02/20 20:01:23.501, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.67, 48
2026/02/20 20:01:23.414, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.67, 48
2026/02/20 20:01:24.472, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.63, 48
2026/02/20 20:01:25.528, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.57, 48
2026/02/20 20:01:26.589, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.58, 48
2026/02/20 20:01:27.644, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.72, 48
2026/02/20 20:01:28.701, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.44, 48
2026/02/20 20:01:29.758, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.58, 48
2026/02/20 20:01:30.796, 0, NVIDIA GeForce RTX 5070 Ti, 0, 21, 1422, 29.64, 48
2026/02/20 20:01:31.836, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.46, 48
2026/02/20 20:01:32.875, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.60, 48
2026/02/20 20:01:33.914, 0, NVIDIA GeForce RTX 5070 Ti, 1, 20, 1422, 29.77, 48
2026/02/20 20:01:34.954, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.76, 48
2026/02/20 20:01:35.994, 0, NVIDIA GeForce RTX 5070 Ti, 0, 19, 1422, 29.81, 48
2026/02/20 20:01:37.036, 0, NVIDIA GeForce RTX 5070 Ti, 0, 20, 1422, 29.85, 48
