timeMs,cellId,rnti,bwpId,frame,subFrame,slot,txRnti,dstL2Id,pscchRbStart,pscchRbLen,pscchMcs,avrgSinr,minSinr,tbler,corrupt,psschStartSbCh,psschLenSbCh,maxNumPerReserve,rsvpMs,SEED,RUN
2916.767856,0,2,0,291,6,3,1,255,0,10,0,30482.04590710462,26802.85302986185,0,0,0,1,3,100,1,1
3011.5178560000004,0,2,0,301,1,2,1,255,0,10,0,30482.04590710462,26802.85302986185,0,0,0,1,3,100,1,1
3016.767856,0,2,0,301,6,3,1,255,0,10,0,90852.14204625778,87689.76067070072,0,0,0,1,3,100,1,1
3111.517856,0,2,0,311,1,2,1,255,0,10,0,90852.14204625778,87689.76067070072,0,0,0,1,3,100,1,1
3116.767856,0,2,0,311,6,3,1,255,0,10,0,40807.83149869535,36650.52014606378,0,0,0,1,3,100,1,1
3211.517856,0,2,0,321,1,2,1,255,0,10,0,40807.83149869535,36650.52014606378,0,0,0,1,3,100,1,1
3216.767856,0,2,0,321,6,3,1,255,0,10,0,43975.01511802649,41325.21171616916,0,0,0,1,3,100,1,1
3311.517856,0,2,0,331,1,2,1,255,0,10,0,43975.01511802649,41325.21171616916,0,0,0,1,3,100,1,1
3316.767856,0,2,0,331,6,3,1,255,0,10,0,98900.22201463336,95236.22614059014,0,0,0,1,3,100,1,1
3419.267856,0,2,0,341,9,1,1,255,0,10,0,136239.66013830816,105251.62202514232,0,0,0,1,3,100,1,1
3421.7678560000004,0,2,0,342,1,3,1,255,0,10,0,136239.66013830816,105251.62202514232,0,0,0,1,3,100,1,1
3519.267856,0,2,0,351,9,1,1,255,0,10,0,136239.66013830816,105251.62202514232,0,0,0,1,3,100,1,1
3521.767856,0,2,0,352,1,3,1,255,0,10,0,81370.02994718435,79621.61066758953,0,0,0,1,3,100,1,1
3619.267856,0,2,0,361,9,1,1,255,0,10,0,81370.02994718435,79621.61066758953,0,0,0,1,3,100,1,1
3621.767856,0,2,0,362,1,3,1,255,0,10,0,55054.639501492435,43911.76636829059,0,0,0,1,3,100,1,1
3719.267856,0,2,0,371,9,1,1,255,0,10,0,55054.639501492435,43911.76636829059,0,0,0,1,3,100,1,1
3721.767856,0,2,0,372,1,3,1,255,0,10,0,123448.07046449473,114922.50799459021,0,0,0,1,3,100,1,1
3819.2678560000004,0,2,0,381,9,1,1,255,0,10,0,123448.07046449473,114922.50799459021,0,0,0,1,3,100,1,1
3821.767856,0,2,0,382,1,3,1,255,0,10,0,89962.47200787775,79006.8694806168,0,0,0,1,3,100,1,1
3919.267856,0,2,0,391,9,1,1,255,0,10,0,89962.47200787775,79006.8694806168,0,0,0,1,3,100,1,1
3921.7678560000004,0,2,0,392,1,3,1,255,0,10,0,89962.47200787775,79006.8694806168,0,0,0,1,3,100,1,1
4019.267856,0,2,0,401,9,1,1,255,0,10,0,144799.8173038831,139319.6799140673,0,0,0,1,3,100,1,1
4021.7678560000004,0,2,0,402,1,3,1,255,0,10,0,144799.8173038831,139319.6799140673,0,0,0,1,3,100,1,1
4119.2678559999995,0,2,0,411,9,1,1,255,0,10,0,41806.87384471673,40310.18743517043,0,0,0,1,3,100,1,1
4121.767856,0,2,0,412,1,3,1,255,0,10,0,41806.87384471673,40310.18743517043,0,0,0,1,3,100,1,1
4219.267856,0,2,0,421,9,1,1,255,0,10,0,132914.06547948095,128081.01692808783,0,0,0,1,3,100,1,1
4221.7678559999995,0,2,0,422,1,3,1,255,0,10,0,132914.06547948095,128081.01692808783,0,0,0,1,3,100,1,1
4319.2678559999995,0,2,0,431,9,1,1,255,0,10,0,132914.06547948095,128081.01692808783,0,0,0,1,3,100,1,1
4321.767856,0,2,0,432,1,3,1,255,0,10,0,97089.3310671468,92469.62011716412,0,0,0,1,3,100,1,1
4419.267856,0,2,0,441,9,1,1,255,0,10,0,97089.3310671468,92469.62011716412,0,0,0,1,3,100,1,1
4421.7678559999995,0,2,0,442,1,3,1,255,0,10,0,93410.8281623983,64416.226848275975,0,0,0,1,3,100,1,1
4519.2678559999995,0,2,0,451,9,1,1,255,0,10,0,93410.8281623983,64416.226848275975,0,0,0,1,3,100,1,1
4521.767856,0,2,0,452,1,3,1,255,0,10,0,124562.96396413627,122834.45484846359,0,0,0,1,3,100,1,1
4619.2678559999995,0,2,0,461,9,1,1,255,0,10,0,124562.96396413627,122834.45484846359,0,0,0,1,3,100,1,1
4621.767856,0,2,0,462,1,3,1,255,0,10,0,37460.46463513493,31231.934837513905,0,0,0,1,3,100,1,1
4726.017856,0,2,0,472,6,0,1,255,0,10,0,95259.1391815265,85380.87168666157,0,0,0,1,3,100,1,1
4731.517856,0,2,0,473,1,2,1,255,0,10,0,95259.1391815265,85380.87168666157,0,0,0,1,3,100,1,1
4826.017856,0,2,0,482,6,0,1,255,0,10,0,95259.1391815265,85380.87168666157,0,0,0,1,3,100,1,1
4831.5178559999995,0,2,0,483,1,2,1,255,0,10,0,8409.55824454983,6681.707378683999,0,0,0,1,3,100,1,1
4926.0178559999995,0,2,0,492,6,0,1,255,0,10,0,8409.55824454983,6681.707378683999,0,0,0,1,3,100,1,1
4931.517856,0,2,0,493,1,2,1,255,0,10,0,76588.28633544824,75173.8605198919,0,0,0,1,3,100,1,1
5026.017856,0,2,0,502,6,0,1,255,0,10,0,76588.28633544824,75173.8605198919,0,0,0,1,3,100,1,1
5031.5178559999995,0,2,0,503,1,2,1,255,0,10,0,181186.80452811165,169907.03377998216,0,0,0,1,3,100,1,1
5126.0178559999995,0,2,0,512,6,0,1,255,0,10,0,181186.80452811165,169907.03377998216,0,0,0,1,3,100,1,1
5131.517856,0,2,0,513,1,2,1,255,0,10,0,76564.65157343294,71289.55330438436,0,0,0,1,3,100,1,1
5226.017856,0,2,0,522,6,0,1,255,0,10,0,76564.65157343294,71289.55330438436,0,0,0,1,3,100,1,1
5231.517856,0,2,0,523,1,2,1,255,0,10,0,76564.65157343294,71289.55330438436,0,0,0,1,3,100,1,1
5326.017856,0,2,0,532,6,0,1,255,0,10,0,95505.67244060748,76767.59699188241,0,0,0,1,3,100,1,1
5331.5178559999995,0,2,0,533,1,2,1,255,0,10,0,95505.67244060748,76767.59699188241,0,0,0,1,3,100,1,1
5426.0178559999995,0,2,0,542,6,0,1,255,0,10,0,70559.7275119953,62601.558645439945,0,0,0,1,3,100,1,1
5431.517856,0,2,0,543,1,2,1,255,0,10,0,70559.7275119953,62601.558645439945,0,0,0,1,3,100,1,1
5526.017856,0,2,0,552,6,0,1,255,0,10,0,59003.445993594476,56647.22727677122,0,0,0,1,3,100,1,1
5531.5178559999995,0,2,0,553,1,2,1,255,0,10,0,59003.445993594476,56647.22727677122,0,0,0,1,3,100,1,1
5626.0178559999995,0,2,0,562,6,0,1,255,0,10,0,59003.445993594476,56647.22727677122,0,0,0,1,3,100,1,1
5631.517856,0,2,0,563,1,2,1,255,0,10,0,69722.21351018196,69025.69537731567,0,0,0,1,3,100,1,1
5726.017856,0,2,0,572,6,0,1,255,0,10,0,69722.21351018196,69025.69537731567,0,0,0,1,3,100,1,1
5731.517856,0,2,0,573,1,2,1,255,0,10,0,90668.24614000137,88163.90548323988,0,0,0,1,3,100,1,1
5834.767856,0,2,0,583,4,3,1,255,0,10,0,80377.88886591655,79347.11832485552,0,0,0,1,3,100,1,1
5836.7678559999995,0,2,0,583,6,3,1,255,0,10,0,80377.88886591655,79347.11832485552,0,0,0,1,3,100,1,1
5934.7678559999995,0,2,0,593,4,3,1,255,0,10,0,80377.88886591655,79347.11832485552,0,0,0,1,3,100,1,1
5936.767856,0,2,0,593,6,3,1,255,0,10,0,50042.21524199473,28333.53618290204,0,0,0,1,3,100,1,1
6034.767856,0,2,0,603,4,3,1,255,0,10,0,50042.21524199473,28333.53618290204,0,0,0,1,3,100,1,1
6036.767856,0,2,0,603,6,3,1,255,0,10,0,163235.46289146406,147054.95791480827,0,0,0,1,3,100,1,1
6134.7678559999995,0,2,0,613,4,3,1,255,0,10,0,163235.46289146406,147054.95791480827,0,0,0,1,3,100,1,1
6136.7678559999995,0,2,0,613,6,3,1,255,0,10,0,114779.80144756896,111443.97671742678,0,0,0,1,3,100,1,1
6234.767856,0,2,0,623,4,3,1,255,0,10,0,114779.80144756896,111443.97671742678,0,0,0,1,3,100,1,1
6236.767856,0,2,0,623,6,3,1,255,0,10,0,72418.55891302049,69701.53233084027,0,0,0,1,3,100,1,1
6334.767856,0,2,0,633,4,3,1,255,0,10,0,72418.55891302049,69701.53233084027,0,0,0,1,3,100,1,1
6336.7678559999995,0,2,0,633,6,3,1,255,0,10,0,72418.55891302049,69701.53233084027,0,0,0,1,3,100,1,1
6434.7678559999995,0,2,0,643,4,3,1,255,0,10,0,102896.62753706233,100319.04936904169,0,0,0,1,3,100,1,1
6436.767856,0,2,0,643,6,3,1,255,0,10,0,102896.62753706233,100319.04936904169,0,0,0,1,3,100,1,1
6534.767856,0,2,0,653,4,3,1,255,0,10,0,63778.481977085336,57791.913387865105,0,0,0,1,3,100,1,1
6536.767856,0,2,0,653,6,3,1,255,0,10,0,63778.481977085336,57791.913387865105,0,0,0,1,3,100,1,1
6641.767856,0,2,0,664,1,3,1,255,0,10,0,30298.851484082243,29325.16115122916,0,0,0,1,3,100,1,1
6646.517856,0,2,0,664,6,2,1,255,0,10,0,30298.851484082243,29325.16115122916,0,0,0,1,3,100,1,1
6741.767856,0,2,0,674,1,3,1,255,0,10,0,30298.851484082243,29325.16115122916,0,0,0,1,3,100,1,1
6746.5178559999995,0,2,0,674,6,2,1,255,0,10,0,95897.19325760467,91174.25013196527,0,0,0,1,3,100,1,1
6841.7678559999995,0,2,0,684,1,3,1,255,0,10,0,95897.19325760467,91174.25013196527,0,0,0,1,3,100,1,1
6846.517856,0,2,0,684,6,2,1,255,0,10,0,88283.06740001461,72500.59868306223,0,0,0,1,3,100,1,1
6941.767856,0,2,0,694,1,3,1,255,0,10,0,88283.06740001461,72500.59868306223,0,0,0,1,3,100,1,1
6946.5178559999995,0,2,0,694,6,2,1,255,0,10,0,97571.8325871574,87962.28333433799,0,0,0,1,3,100,1,1
